                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260504"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      45                                      677                  1.8281309940044158E-001                 -1.5160251739045081E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3183541250276447E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3183541250276447E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4883616508539204E+000                  3.2481669951733092E-006                 -5.4883616508539204E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4883616508539204E+000                  3.2481669951733092E-006                 -5.4883616508668496E+000                 -1.6014557873366432E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778653154837615E+000                  5.7581131119400453E-001                  4.5482818549397586E-001                  3.6745392919934190E+000                  0.0000000000000000E+000                  1.4433440159158312E+001                 -2.7336633073560873E-001                  6.5813237841897569E+000                  6.2123935805140140E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860789E-003                  9.3805276451495410E-003                  3.4468833607860811E-003                  9.3805276451495393E-003                  9.8000000000000054E-001                  3.9195828331064825E-001                                        0                                        2 
                                      50                                      677                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3182263043835270E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3182263043835270E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4883611825060958E+000                  3.2481704980332998E-006                 -5.4883611825060958E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4883611825060958E+000                  3.2481704980332998E-006                 -5.4883611825190259E+000                 -1.6014556378770973E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778653154309286E+000                  5.7581121522881462E-001                  4.5482813761704743E-001                  3.6745393877472763E+000                  0.0000000000000000E+000                  1.4433440348982785E+001                 -2.7336618528898265E-001                  6.5813238285645923E+000                  6.2123935802891228E-001                  8.5000496627254196E-001                  1.2966429887659312E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4468833607860772E-003                  9.3805276451495393E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999999976E-001                  3.9195828331064825E-001                                        0                                        2 
                                      55                                      677                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3180858749598056E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3180858749598056E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4883600170972882E+000                  3.2481792143576968E-006                 -5.4883600170972882E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4883600170972882E+000                  3.2481792143576968E-006                 -5.4883600171102174E+000                 -1.6014552659680255E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778653153080878E+000                  5.7581097648274027E-001                  4.5482801848969162E-001                  3.6745396260019878E+000                  0.0000000000000000E+000                  1.4433440821334747E+001                 -2.7336582336652782E-001                  6.5813239389865563E+000                  6.2123935797295038E-001                  8.5000496627254174E-001                  1.2966429887659319E+000                  6.9999999999999929E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860811E-003                  9.3805276451495393E-003                  9.8000000000000043E-001                  3.9195828331064825E-001                                        0                                        2 
                                      60                                      677                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3180684593435929E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3180684593435929E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4883571171832468E+000                  3.2482009034934179E-006                 -5.4883571171832468E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.4883571171832468E+000                  3.2482009034934179E-006                 -5.4883571171961769E+000                 -1.6014543405363799E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778653150048255E+000                  5.7581038241953664E-001                  4.5482772206461503E-001                  3.6745402188521408E+000                  0.0000000000000000E+000                  1.4433441996702141E+001                 -2.7336492278503871E-001                  6.5813242137536774E+000                  6.2123935783369799E-001                  8.5000496627254130E-001                  1.2966429887659334E+000                  6.9999999999999762E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999999965E-001                  3.9195828331064825E-001                                        0                                        2 
                                      65                                      677                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3180897633422827E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3180897633422827E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4883499012890375E+000                  3.2482548734833335E-006                 -5.4883499012890375E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4883499012890375E+000                  3.2482548734833335E-006                 -5.4883499013019685E+000                 -1.6014520377739995E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778653142503743E+000                  5.7580890420482245E-001                  4.5482698446615943E-001                  3.6745416940490521E+000                  0.0000000000000000E+000                  1.4433444921385803E+001                 -2.7336268185471696E-001                  6.5813248974603074E+000                  6.2123935748719450E-001                  8.5000496627253974E-001                  1.2966429887659372E+000                  6.9999999999999407E-001                  2.7997020236474879E-001                  3.4468833607860772E-003                  9.3805276451495393E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999999932E-001                  3.9195828331064825E-001                                        0                                        2 
                                      70                                      677                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3181457817924713E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3181457817924713E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4883319460126598E+000                  3.2483891706528676E-006                 -5.4883319460126598E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.4883319460126598E+000                  3.2483891706528676E-006                 -5.4883319460255908E+000                 -1.6014463078334483E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778653123723517E+000                  5.7580522596402817E-001                  4.5482514910180688E-001                  3.6745453647777575E+000                  0.0000000000000000E+000                  1.4433452198874152E+001                 -2.7335710574351019E-001                  6.5813265987213008E+000                  6.2123935662499552E-001                  8.5000496627253708E-001                  1.2966429887659472E+000                  6.9999999999998530E-001                  2.7997020236474879E-001                  3.4468833607860772E-003                  9.3805276451495393E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999999898E-001                  3.9195828331064825E-001                                        0                                        2 
                                      75                                      677                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3182893098934575E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3182893098934575E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4882872686949211E+000                  3.2487233604397185E-006                 -5.4882872686949211E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4882872686949211E+000                  3.2487233604397185E-006                 -5.4882872687078557E+000                 -1.6014320503579793E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778653076938030E+000                  5.7579607351871276E-001                  4.5482058223624666E-001                  3.6745544985088778E+000                  0.0000000000000000E+000                  1.4433470307198306E+001                 -2.7334323085810508E-001                  6.5813308318716466E+000                  6.2123935447965162E-001                  8.5000496627252964E-001                  1.2966429887659721E+000                  6.9999999999996321E-001                  2.7997020236474879E-001                  3.4468833607860772E-003                  9.3805276451495393E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999999599E-001                  3.9195828331064825E-001                                        0                                        2 
                                      80                                      677                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3186493565926551E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3186493565926551E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4881761044400461E+000                  3.2495550268562320E-006                 -5.4881761044400461E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4881761044400461E+000                  3.2495550268562320E-006                 -5.4881761044529878E+000                 -1.6013965760048528E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778652960243203E+000                  5.7577330054621667E-001                  4.5480921908896482E-001                  3.6745772248034414E+000                  0.0000000000000000E+000                  1.4433515364033754E+001                 -2.7330870734805696E-001                  6.5813413644832961E+000                  6.2123934914186596E-001                  8.5000496627251165E-001                  1.2966429887660340E+000                  6.9999999999990836E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999998977E-001                  3.9195828331064825E-001                                        0                                        2 
                                      85                                      677                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3195601219155728E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3195601219155728E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4878995368674115E+000                  3.2516250687430819E-006                 -5.4878995368674115E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4878995368674115E+000                  3.2516250687430819E-006                 -5.4878995368803709E+000                 -1.6013083218587003E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778652668130989E+000                  5.7571664178206949E-001                  4.5478094812933395E-001                  3.6746337667227031E+000                  0.0000000000000000E+000                  1.4433627464549806E+001                 -2.7322281200307053E-001                  6.5813675679023831E+000                  6.2123933586294733E-001                  8.5000496627246580E-001                  1.2966429887661872E+000                  6.9999999999977125E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999997456E-001                  3.9195828331064825E-001                                        0                                        2 
                                      90                                      677                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3219133197767347E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3219133197767347E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4872116246317040E+000                  3.2567796475942604E-006                 -5.4872116246317040E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -5.4872116246317040E+000                  3.2567796475942604E-006                 -5.4872116246447087E+000                 -1.6010888248721507E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778651930574831E+000                  5.7557570419625892E-001                  4.5471062684766106E-001                  3.6747744092860488E+000                  0.0000000000000000E+000                  1.4433906311718401E+001                 -2.7300914003149873E-001                  6.5814327388888927E+000                  6.2123930284055984E-001                  8.5000496627235189E-001                  1.2966429887665698E+000                  6.9999999999942997E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999993781E-001                  3.9195828331064825E-001                                        0                                        2 
                                      95                                      677                  1.6641342760114112E+003                  2.4430371284767323E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3282969520990997E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3282969520990997E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4855015867739478E+000                  3.2696285221382251E-006                 -5.4855015867739478E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.4855015867739478E+000                  3.2696285221382251E-006                 -5.4855015867870653E+000                 -1.6005433096069069E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778650027703854E+000                  5.7522529969655922E-001                  4.5453580517200554E-001                  3.6751240526373601E+000                  0.0000000000000000E+000                  1.4434599586101413E+001                 -2.7247784659669000E-001                  6.5815947102801120E+000                  6.2123922079277594E-001                  8.5000496627206823E-001                  1.2966429887675239E+000                  6.9999999999857854E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999984655E-001                  3.9195828331064825E-001                                        0                                        2 
                                     100                                      677                  4.1408986761007136E+003                  2.8389433587148560E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3473180381122290E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.3473180381122290E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4812569887039642E+000                  3.3017410653554712E-006                 -5.4812569887039633E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4812569887039642E+000                  3.3017410653554712E-006                 -5.4812569887173650E+000                 -1.5991899631663928E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778644889249459E+000                  5.7435519508083788E-001                  4.5410178055502326E-001                  3.6759921018713246E+000                  0.0000000000000000E+000                  1.4436321047867311E+001                 -2.7115823642841319E-001                  6.5819965437562020E+000                  6.2123901738693277E-001                  8.5000496627135702E-001                  1.2966429887699151E+000                  6.9999999999644524E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999961607E-001                  3.9195828331064825E-001                                        0                                        2 
                                     105                                      677                  1.0303881068130926E+004                  3.2348495889529802E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.4124511699333818E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.4124511699333818E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4707594764312697E+000                  3.3825211715224576E-006                 -5.4707594764312697E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4707594764312697E+000                  3.3825211715224576E-006                 -5.4707594764453971E+000                 -1.5958470765036960E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778629798304365E+000                  5.7220128354859467E-001                  4.5302784297792159E-001                  3.6781399770255279E+000                  0.0000000000000000E+000                  1.4440582237905854E+001                 -2.6788956194834124E-001                  6.5829890485535243E+000                  6.2123851586932888E-001                  8.5000496626955702E-001                  1.2966429887759690E+000                  6.9999999999104412E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999903009E-001                  3.9195828331064825E-001                                        0                                        3 
                                     110                                      676                  2.5639353413867542E+004                  3.6307558191911045E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.5428303158892510E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  2.5428303158892510E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4450298752052673E+000                  3.5889724518171771E-006                 -5.4450298752052673E+000                 -9.8999999999999986E+001                 -2.0896008437422999E+001                 -5.4450298752052673E+000                  3.5889724518171771E-006                 -5.4450298752213371E+000                 -1.5876795377034851E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778562792620231E+000                  5.6690351140403661E-001                  4.5039235804246958E-001                  3.6834109468964318E+000                  0.0000000000000000E+000                  1.4451050294300249E+001                 -2.5984691355861211E-001                  6.5854146274093139E+000                  6.2123729529647298E-001                  8.5000496626488276E-001                  1.2966429887916859E+000                  6.9999999997702178E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999750742E-001                  3.9195828331064825E-001                                        0                                        2 
                                     115                                      677                  6.3798915961210878E+004                  4.0266620494292287E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999873274992E-001                  3.0978894056223467E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999873274992E-001                  3.0978894056223467E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.3832818234965059E+000                  4.1373110823072302E-006                 -5.3832818234965050E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.3832818234965059E+000                  4.1373110823072302E-006                 -5.3832818235183284E+000                 -1.5682146129557831E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778716784257535E+000                  5.5427872096482556E-001                  4.4404916449540272E-001                  3.6960973339905654E+000                  0.0000000000000000E+000                  1.4476303693199080E+001                 -2.4036952993561059E-001                  6.5911922040243507E+000                  6.2123441629839338E-001                  8.5000496625199440E-001                  1.2966429888350235E+000                  6.9999999993835726E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999999327292E-001                  3.9195828331064825E-001                                        0                                        3 
                                     120                                      679                  1.5875211863901626E+005                  4.4225682796673524E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999881087498E-001                  4.7363551010829515E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999881087498E-001                  4.7363551010829515E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2421803832233094E+000                  5.7255817086049975E-006                 -5.2421803832233103E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -5.2421803832233094E+000                  5.7255817086049975E-006                 -5.2421803832665113E+000                 -1.5244466429551910E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6778684023068311E+000                  5.2508012728806486E-001                  4.2945641989486777E-001                  3.7252828231916353E+000                  0.0000000000000000E+000                  1.4534772434559423E+001                 -1.9484420491903984E-001                  6.6041457324980994E+000                  6.2122810184751220E-001                  8.5000496621130395E-001                  1.2966429889718469E+000                  6.9999999981628658E-001                  2.7997020236474890E-001                  3.4468833607860772E-003                  9.3805276451495410E-003                  3.4468833607860798E-003                  9.3805276451495393E-003                  9.7999999997961806E-001                  3.9195828331064825E-001                                        0                                        3 
                                     125                                      687                  3.9502607192625280E+005                  4.8184745099054762E+000                  1.3999999999999997E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999901399994E-001                  9.0812264199233259E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999901399994E-001                  9.0812264199233259E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9508054965490000E+000                  1.1199393480384117E-005                 -4.9508054965490000E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.9508054965490000E+000                  1.1199393480384117E-005                 -4.9508054967145583E+000                 -1.4369639569607100E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6776311775504253E+000                  4.6304118865053628E-001                  3.9891140008891418E-001                  3.7863728628035425E+000                  0.0000000000000000E+000                  1.4659533472593067E+001                 -9.5927750810990933E-002                  6.6300371870451560E+000                  6.2121596496969289E-001                  8.5000496604323128E-001                  1.2966429895370037E+000                  6.9999999931206758E-001                  2.7997020236474895E-001                  3.4468833607860750E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  9.7999999992017639E-001                  3.9195828331064825E-001                                        0                                        3 
